,Organization,Capital Program,Program Subclass,Project Status,Project Title,Project Planning From,Project Planning To,Planned Construction From,Planned Construction To,Construction Completion From,Construction Completion To,Project Description,Project URL,SDE ID,GeoJSON,geo_point_2d,lat,lon,rect,start,end,duration,prior,prior_requests,during_requests
36,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,Taylor Kidd Blvd. Trunk Water Main (New watermain),2017-01-01,2017-12-31,2017-01-01,2017-12-31,,,Install new transmission water main approx. 2km of existing 600mm stub from Bayridge/Taylor Kidd to Blackburn Mews. Project in support of growth in the west part of Kingston,,165," -76.58977407830805, 44.25056034258205, -76.58971478416048, 44.250545859222385, -76.58971374769612, 44.25054560445942, -76.58934946636936, 44.250456018629706, -76.58907040125037, 44.250390766820054, -76.58746075526972, 44.24993380984633, -76.58639133446216, 44.249599161712986, -76.58588065182683, 44.24943935086263, -76.5828578034454, 44.24847820852655, -76.58202965091019, 44.24826360670253, -76.58125914156317, 44.24816013353904, -76.58107119411899, 44.2481472180164, -76.58104658844519, 44.24814552667091, -76.58084520957169, 44.24813168844411, -76.58041168282307, 44.24812831903079, -76.58019754096797, 44.24813697116662, -76.57962441482076, 44.24817827296039, -76.5791304414317, 44.2482627813355, -76.57860544695525, 44.24839462120374, -76.57857863174131, 44.248401354284745, -76.57833832639595, 44.248485403849685, -76.57804820791928, 44.24858687602582, -76.57779714991659, 44.24868611887327, -76.57716702030113, 44.24895626216759, -76.57716693857931, 44.248956297507625, -76.57675014491554, 44.249136491489324, -76.57641671605354, 44.24928064207163, -76.57547817576994, 44.24968638942125, -76.5751188129089, 44.249841745299555, -76.5749462736138, 44.249916334418714, -76.5749370188835, 44.24991986518529, -76.57471167133953, 44.25000330379805, -76.57423038364233, 44.25018150493741, -76.5738092286014, 44.25032291105059, -76.57339287720714, 44.25043879699406, -76.5728901960746, 44.25054629209624, -76.5724343564217, 44.25062225610972, -76.57220810005768, 44.25064845839168, -76.57213979343001, 44.25065636883893, -76.571709953372, 44.250688067930575, -76.57084296331375, 44.25073514569704, -76.57084430932257, 44.25074900623795, -76.56966425647008, 44.25077000261551, ""type"": ""LineString""}","44.249454030946445,-76.5797352896641",44.249454030946445,-76.5797352896641,"Rectangle(xmin=-76.60324881318017, ymin=44.18997054239334, xmax=-76.55618952159796, ymax=44.30892777925296)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
37,Utilities Kingston,Utilties Rehabilitation,Wastewater,Project Complete,"Wastewater Reconstruction of George, Stuart, Arch & O'Kill",,,2015-01-01,2015-12-31,2015-01-01,2015-12-31,"Reconstruction of George, Stuart, Arch & O'Kill",https://www.cityofkingston.ca/city-hall/projects-construction,112," -76.49143749359929, 44.22268642049394, -76.4916730921027, 44.223454366544594, -76.4916730921027, 44.223454366544594, -76.49206177544677, 44.22472151206347, -76.49038331556122, 44.223534143971186, -76.4916730921027, 44.223454366544594, -76.49206177544677, 44.22472151206347, -76.4950114938261, 44.224313726836726, -76.49168838160853, 44.22574193259263, -76.49159714336936, 44.224785739956, -76.49206177544677, 44.22472151206347, ""type"": ""MultiLineString""}","44.22423313968278,-76.49230196811372",44.22423313968278,-76.49230196811372,"Rectangle(xmin=-76.50848622869822, ymin=44.1649296377307, xmax=-76.4769085806891, ymax=44.283498715355876)",2015-01-01,2015-12-31,364 days 00:00:00.000000000,2014-01-01,0,0
38,Utilities Kingston,Utilties Rehabilitation,Gas,Project Complete,2018 Steel Gas Main Replacement,2017-01-01,2017-12-31,2018-01-01,2018-12-31,2018-01-01,2018-12-31,Steel Gas Main Replacement,http://www.utilitieskingston.com/Projects/Detail/GasMainReplacement,137," -76.51907926933569, 44.24460977484327, -76.52573377415483, 44.24770721264279, -76.52622345367185, 44.24693993820921, ""type"": ""LineString""}","44.246287032109365,-76.52280061505084",44.246287032109365,-76.52280061505084,"Rectangle(xmin=-76.53969818854397, ymin=44.18672154627095, xmax=-76.50560453446357, ymax=44.305595441215104)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
39,Utilities Kingston,Utilities Replacement,Gas,Project Complete,2017 Steel Gas Main Replacement,2016-01-01,2016-12-31,2017-01-01,2017-12-31,2017-01-01,2017-12-31,Steel Gas Main Replacement,http://www.utilitieskingston.com/Projects/Detail/GasMainReplacement,182," -76.52168251994158, 44.24171370821777, -76.5205308707302, 44.241864562052754, -76.51927860340083, 44.24191114615696, ""type"": ""LineString""}","44.24184036804379,-76.52048290622658",44.24184036804379,-76.52048290622658,"Rectangle(xmin=-76.5351572548137, ymin=44.1838446415454, xmax=-76.50580386852872, ymax=44.29978021282933)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
40,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2015 Watermain Relining Project,2015-01-01,2015-12-31,2016-01-01,2016-12-31,2016-01-01,2016-12-31,"Watermain Relining on Roosevelt Dr, from Bernice Dr to Knightsbridge Rd",http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,64," -76.5786994619086, 44.23364245523784, -76.57898304860994, 44.23369275929879, -76.57922679615561, 44.2337510329494, -76.57945211593085, 44.23379724476573, -76.57987965450214, 44.233875858153006, -76.57991266248868, 44.23388198636335, -76.58132117965177, 44.234143913484615, -76.58265321431628, 44.23439159953292, ""type"": ""LineString""}","44.23402207235191,-76.58067525092592",44.23402207235191,-76.58067525092592,"Rectangle(xmin=-76.5961279491884, ymin=44.175515009905034, xmax=-76.56522472703648, ymax=44.29251904486573)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
41,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2018 Watermain Relining Project,2017-01-01,2017-12-31,2018-01-01,2018-12-31,,,"Watermain Relining on Westmoreland, from Glengarry Rd to McMahon Ave",http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,86," -76.5242040690359, 44.25273786390548, -76.52419797268297, 44.25264050556127, -76.52415729935133, 44.25199100224785, -76.52407559907296, 44.25068627686481, -76.52403341269392, 44.2500125942561, -76.52402438601362, 44.24987541946648, ""type"": ""LineString""}","44.251306628403675,-76.5241144343695",44.251306628403675,-76.5241144343695,"Rectangle(xmin=-76.53767880390802, ymin=44.1919957139351, xmax=-76.5105496511415, ymax=44.31061756943686)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
42,City Engineering,Utilities Construction,Wastewater,Under Construction,Wastewater - Collins Creek Sewer Extension,,,2015-01-01,2015-12-31,2015-01-01,2015-12-31,Additional information to be provided by Utilities Kingston.,,59," -76.59999322217709, 44.26734741401875, -76.6000381025866, 44.26958781396867, ""type"": ""LineString""}","44.26846761399371,-76.60001566238185",44.26846761399371,-76.60001566238185,"Rectangle(xmin=-76.61351283745871, ymin=44.20914586047134, xmax=-76.58651848730497, ymax=44.32778936751608)",2015-01-01,2015-12-31,364 days 00:00:00.000000000,2014-01-01,0,0
43,Utilities Kingston,Utilties Rehabilitation,Gas,Project Complete,2015 Steel Gas Main Replacement,2014-01-01,2014-12-31,2015-01-01,2015-12-31,2015-01-01,2015-12-31,Steel Gas Main Replacement,,60," -76.51153297842161, 44.24115177531653, -76.5129075349779, 44.24092520615589, -76.5130941719856, 44.24090987553249, -76.51340084725625, 44.24088469734655, -76.5145105483915, 44.24077367182953, -76.51153297842161, 44.24115177531653, -76.51289946249398, 44.2417971953695, -76.512902296371, 44.241798749567366, -76.5129023724105, 44.241798784572254, -76.51705313585394, 44.24367480922886, -76.50765682897023, 44.24123901228107, -76.51042537679147, 44.241146551787786, -76.51045054089475, 44.24114666914225, -76.51052763282105, 44.24114703512789, -76.51153297842161, 44.24115177531653, ""type"": ""MultiLineString""}","44.241706235790595,-76.51258882371543",44.241706235790595,-76.51258882371543,"Rectangle(xmin=-76.53052787072606, ymin=44.182924126872884, xmax=-76.49418209409811, ymax=44.3015243541855)",2015-01-01,2015-12-31,364 days 00:00:00.000000000,2014-01-01,0,0
44,Utilities Kingston,Utilities Construction,Wastewater,Project Complete,Wastewater - River Street Pump Station Twin Forcemain,,,2015-01-01,2016-12-31,2016-01-01,2016-12-31,River Street Forcemain Twinning and James St Trunk Watermain,,47," -76.46726387149981, 44.239674900492844, -76.46713310770218, 44.238790950480755, -76.46612960914372, 44.23888959168106, -76.46541662692657, 44.23867863902417, -76.46420032881609, 44.23885431270535, -76.46231944635554, 44.23900704216376, -76.46000215389996, 44.23940266759397, -76.4592061180373, 44.23958434973812, -76.45845052829324, 44.23947203928021, -76.45764125314186, 44.23954716283858, -76.45763291276678, 44.23964022666083, ""type"": ""LineString""}","44.239115713063946,-76.46275256084243",44.239115713063946,-76.46275256084243,"Rectangle(xmin=-76.48073860637193, ymin=44.181038197827895, xmax=-76.44415817789466, ymax=44.29731534168912)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
45,City Engineering,Road Rehabilitation,Mill and Pave,Under Construction,Portsmouth Ave Road Rehabilitation - Combined Project with UK,2020-01-01,2020-12-31,2020-01-02,2020-12-31,,,Portsmouth Ave Road Rehabilitation,,6936," -76.52958556045965, 44.24867615455494, -76.52964429671705, 44.249573137979425, -76.52971314067153, 44.250711105753865, -76.5297602915055, 44.25149141266595, -76.52998549183499, 44.25514441537218, ""type"": ""LineString""}","44.25191022022068,-76.52978652597648",44.25191022022068,-76.52978652597648,"Rectangle(xmin=-76.54346022670711, ymin=44.190772040987994, xmax=-76.51611082558753, ymax=44.31304852893913)",2020-01-02,2020-12-31,364 days 00:00:00.000000000,2019-01-02,498,1657
46,Transportation Services,Active Transportation,Multi-use Pathway,Project Complete,Leroy Grant Pathway,2019-01-01,2019-12-31,2019-01-01,2020-07-30,2019-01-01,2020-12-31,The proposed Leroy Grant Pathway is a multi-use 1.3 km paved trail from Elliot Avenue to Third Avenue Park. It will be located within and adjacent to the road allowance of the proposed Leroy Grant Drive extension.,,841," -76.5049679418247, 44.244501768062754, -76.50492403667319, 44.2445177291891, -76.50484484308213, 44.244553780087, -76.50478850700445, 44.24458961529862, -76.50472102305896, 44.2446454463497, -76.504706478923, 44.24466397895311, -76.504706478923, 44.24466397895311, -76.50465212050848, 44.24459754866571, -76.50459915024965, 44.244543363999774, -76.50456599715353, 44.244516686309495, -76.504706478923, 44.24466397895311, -76.50467738570772, 44.2447010478206, -76.50463995088299, 44.24476433447923, -76.50462590823136, 44.24479743007794, -76.50461322290825, 44.244852522015805, -76.50461034113705, 44.24489649209305, -76.5046111128832, 44.244953388312595, -76.50465183573037, 44.24514172109426, -76.50468365888212, 44.24525155300471, -76.50470082278352, 44.24535801553811, -76.50470973478133, 44.24544003190905, -76.50471599783394, 44.245596170049474, -76.50471264278053, 44.24567433178126, -76.50472032567862, 44.24571830851464, -76.50473891033486, 44.24577345032593, -76.504786726861, 44.245848465616255, -76.50481017989577, 44.24587811420102, -76.50486072898586, 44.245925654908504, -76.50488915041969, 44.245946947117524, -76.50495697430424, 44.246008121229416, -76.50498779735781, 44.246046281361764, -76.5050233076934, 44.2461140267079, -76.50503032946874, 44.24614822583159, -76.5050362413756, 44.24617701525257, -76.50503196770491, 44.24620047945742, -76.50502950025336, 44.24621403002779, -76.50501757799107, 44.24624506574026, -76.50498869409327, 44.246289038146536, -76.50488414451546, 44.24641629530313, -76.50483214296285, 44.24649113667331, -76.50480232754963, 44.24656607553275, -76.50479018576208, 44.24661793092506, -76.50478264004641, 44.24666544481757, -76.504988674614, 44.24953134408077, -76.50499216482929, 44.24955936142909, -76.5050226032699, 44.249628674374414, -76.50509935741647, 44.2496933426955, -76.50520051749417, 44.24975432938348, -76.50527291764946, 44.249779158049265, -76.5053214380275, 44.24979479961965, -76.50537116817894, 44.24981765015368, -76.50542265190522, 44.24984653839019, -76.5054698133398, 44.24988633222719, -76.50551351208223, 44.24993841940907, -76.50554661410538, 44.249996926776014, -76.5055555037957, 44.25002629720593, -76.50556047175338, 44.25004270725707, -76.50557085640128, 44.25014612948858, -76.50557861657227, 44.25022341991567, -76.50561405536921, 44.25074155140669, -76.50564780812223, 44.25126131931241, -76.50568171522036, 44.25178342591524, -76.50573666410027, 44.252561982588716, -76.50577655942953, 44.2531457393309, -76.50577524099877, 44.25326438684848, -76.5057675256572, 44.25334412210909, -76.50576058535923, 44.253415845263106, -76.50572829623486, 44.25366486512846, -76.50572190977073, 44.25384202347131, -76.5057272767351, 44.25391577029276, -76.50573538175183, 44.25402715325955, -76.50575701365959, 44.2541440694, -76.50579103880814, 44.254270539096915, -76.50581517863762, 44.25436026364136, -76.50582345175802, 44.25439101331831, -76.50584335872328, 44.25447351202081, -76.50587715193564, 44.25461355229576, -76.505916068532, 44.25480418319989, -76.50593022904559, 44.25487354661938, -76.50593899992455, 44.25497845750558, -76.50594775822239, 44.25510741022065, -76.50594922887228, 44.25520452531444, -76.5059458053636, 44.25533859031351, -76.5059367276213, 44.25545264502853, -76.505925710052, 44.255507197352614, -76.50590054897165, 44.255577613123336, -76.50585302260536, 44.2556723150244, -76.50578839672548, 44.2557573309304, -76.50572420123333, 44.25583438245554, -76.50566351297238, 44.25588404373661, ""type"": ""MultiLineString""}","44.24999528115758,-76.50530136882826",44.24999528115758,-76.50530136882826,"Rectangle(xmin=-76.5194239637444, ymin=44.186698992152856, xmax=-76.49109126228142, ymax=44.313686819646506)",2019-01-01,2020-12-31,730 days 00:00:00.000000000,2018-01-01,0,823
48,Transportation Services,Active Transportation,Sidewalk Construction,Project Complete,Construction of Sidewalks - Various Streets,,,2015-01-01,2018-12-31,2016-01-01,2016-12-31,Priority rankings undeternined. Year undetermined. Transit priorities to be added when known.,,142," -76.57375533257859, 44.2281929100711, -76.57407343950332, 44.22816550813446, -76.57429581972102, 44.22815243339151, -76.57445551336126, 44.22813772046581, -76.57453506122765, 44.2281191065733, -76.57460095913356, 44.22811069131182, -76.57264495884378, 44.22823523505564, -76.57356224607719, 44.228180060107576, -76.57150094328902, 44.22827100147542, -76.572431411457, 44.22824149480472, -76.56769814461789, 44.23736459626545, -76.5678593564445, 44.237406233454806, -76.57088285785454, 44.237570237658176, -76.57097754072421, 44.23754701109875, -76.54432128961624, 44.24566164187975, -76.54386292242242, 44.24567802320914, -76.54374424333326, 44.2456782530046, -76.54362614912871, 44.24567062186709, -76.54351035824878, 44.24565302459059, -76.5434719003587, 44.24564559826272, -76.54346406717052, 44.24564438416188, -76.54345607565173, 44.245643835498235, -76.54344804119106, 44.24564381617917, -76.54344003138456, 44.24564432636721, -76.54343211362087, 44.24564536177003, -76.54342435451423, 44.24564691367649, -76.54341671311907, 44.245648789301235, -76.54340434528723, 44.24565477618634, -76.54339242425604, 44.245661214384796, -76.54338098186538, 44.2456680867009, -76.52366382125517, 44.25283486160474, -76.5242163705123, 44.2528161070473, -76.49972536890728, 44.256138487694116, -76.49966850853839, 44.25555804528563, -76.57011014886197, 44.258250351094176, -76.5717624446895, 44.2583133770011, -76.57203124618935, 44.258327207063495, -76.57222138477795, 44.258333858273616, -76.57253908625718, 44.258352709250104, -76.57384330130445, 44.25841335163979, -76.57420391051647, 44.25970272137088, -76.57420490580364, 44.26033201141474, -76.57420490803712, 44.26033312775654, -76.57398294138001, 44.26171971200898, -76.57398624841008, 44.26250676199971, -76.57395649910914, 44.26255497073714, ""type"": ""MultiLineString""}","44.24555940886279,-76.56424543030028",44.24555940886279,-76.56424543030028,"Rectangle(xmin=-76.58807569400568, ymin=44.17001750536896, xmax=-76.48619377366627, ymax=44.32064815668)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
49,Transportation Services,Active Transportation,Sidewalk Construction,Project Complete,Construction of Sidewalks - Various Streets,,,2015-01-01,2018-12-31,2015-01-01,2015-12-31,Priority rankings undeternined. Year undetermined. Transit priorities to be added when known.,,144," -76.57762876305334, 44.227697770352435, -76.5760202156628, 44.2277883047191, -76.5758478135895, 44.227794057086534, -76.57575266365092, 44.22678188184709, -76.57574155078301, 44.22647361845485, -76.57577745519522, 44.226422504304516, -76.57583867249839, 44.226388906542866, -76.57591676336658, 44.226366986059595, -76.57605758059283, 44.22636802021227, -76.57614944131979, 44.226396528320294, -76.57620898098645, 44.226455258225485, -76.57630108027686, 44.22649269574868, -76.57643433370261, 44.226520632321346, -76.57663843441226, 44.22656545638403, -76.57584397216384, 44.22779724495299, -76.57588839570673, 44.22827494612942, -76.58489476725215, 44.22778049538678, -76.58575349723927, 44.22773332034563, -76.58088480886686, 44.22804580251348, -76.5815538076758, 44.22797698864289, -76.58217328917695, 44.22791481236191, -76.5826857829174, 44.22787793566227, -76.5835627072894, 44.22784195883915, -76.58422437786591, 44.22780896223792, -76.58464628157628, 44.22779119895945, -76.57955370692339, 44.228223128313644, -76.58004836667611, 44.22811971556694, -76.58064868841849, 44.22806133552158, -76.51608269307269, 44.2368275043474, -76.51830592514413, 44.23876093210376, -76.51838492856206, 44.23883339165119, -76.51853603774929, 44.23897741465663, -76.51868650527393, 44.23924015560474, -76.5187716315563, 44.23940690784816, -76.51888901053198, 44.23977985900204, -76.52841347758088, 44.239381968002796, -76.52809785178862, 44.239374757578254, -76.52876904814104, 44.23939626574949, -76.52852761771997, 44.239388062435516, -76.5189565131431, 44.239959760332106, -76.51900023508122, 44.24026266324086, -76.50604739188417, 44.24143005662953, -76.5061258062344, 44.241425449274566, -76.50619537408112, 44.24136357765459, -76.5062683167484, 44.241396413082605, -76.50635362593626, 44.24144203083031, -76.50653641785635, 44.24156060173871, -76.50666943431237, 44.24167707947614, -76.50672370866643, 44.24175147133217, -76.50676802447462, 44.24182130756191, -76.50682019201297, 44.241995700518196, -76.50689965779301, 44.24284671497209, -76.50635711957699, 44.259129375531934, -76.50633513502562, 44.25909767598514, -76.5063143423622, 44.25906221906114, -76.50629824653183, 44.25901598119754, -76.50629485670507, 44.258948137774375, -76.50629136026573, 44.25881121562421, -76.50625114127568, 44.25840441544818, ""type"": ""MultiLineString""}","44.233472173879896,-76.55212504228703",44.233472173879896,-76.55212504228703,"Rectangle(xmin=-76.59922823211139, ymin=44.16822633907835, xmax=-76.49257265701205, ymax=44.31727002251318)",2015-01-01,2015-12-31,364 days 00:00:00.000000000,2014-01-01,0,0
