,ID,Accident Date,Accident Time,Intersection ID,Roadway,Intersection,RIMS ID,From Street,Street,Street.1,To Street,01 Accident Location,02 Impact Location,03 Thru Lane Number,04 Environmental Condition,05 Environmental Condition,06 Light,07 Traffic Control,08 Traffic Control Condition,15 Road Surface Condition,16 Road Surface Condition,17 Road Alignment,18 Road Alignment,21 Vehicle Type,22 Vehicle Type,33 Apparent Driver Action,34 Apparent Driver Action,35 Driver Condition,36 Driver Condition,37 Pedestrian Condition,38 Pedestrian Condition,39 Pedestrian Action,40 Pedestrian Action,41 Road Jurisdiction,42 Classification of Accident,43 Initial Direction of Travel,44 Initial Direction of Travel,45 Initial Impact Type,46 Vehicle Manoeuver,47 Vehicle Manoeuver,In Vehicle Injuries,Total Fatalities,Total Injuries,Pedestrian Injuries,Total Vehicles Involved,Cyclist Injuries,INTERSECT,coordinates
41,17-930,2017-10-01, 9:20:00 PM,909957,CENTENNIAL DRIVE,Wheathill Street,,,,WHEATHILL ST,,7.0,12.0,0.0,2.0,6.0,7.0,10.0,0.0,5.0,4.0,2.0,1.0,5.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,"CENTENNIAL DRIVE @ Wheathill Street, Kingston, Ontario","[44.2480667, -76.5545006]"
42,16-37990,2016-12-19, 4:35:00 PM,909957,CENTENNIAL DRIVE,Wheathill Street,,,,WHEATHILL ST,,2.0,2.0,1.0,3.0,0.0,5.0,10.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,2,,"CENTENNIAL DRIVE @ Wheathill Street, Kingston, Ontario","[44.2480667, -76.5545006]"
43,17-10169,2017-01-05, 11:30:00 AM,909957,CENTENNIAL DRIVE,Wheathill Street,,,,WHEATHILL ST,,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2,,"CENTENNIAL DRIVE @ Wheathill Street, Kingston, Ontario","[44.2480667, -76.5545006]"
44,16-37989,2016-12-17, 8:30:00 PM,909957,CENTENNIAL DRIVE,Wheathill Street,,,,WHEATHILL ST,,3.0,2.0,1.0,1.0,0.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,2,0.0,"CENTENNIAL DRIVE @ Wheathill Street, Kingston, Ontario","[44.2480667, -76.5545006]"
45,17-41297,2017-06-12, 5:17:00 PM,909957,CENTENNIAL DRIVE,Wheathill Street,,,,WHEATHILL ST,,3.0,2.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,"CENTENNIAL DRIVE @ Wheathill Street, Kingston, Ontario","[44.2480667, -76.5545006]"
46,17-38828,2017-11-17, 3:20:00 PM,909957,CENTENNIAL DRIVE,Wheathill Street,,,,WHEATHILL ST,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,"CENTENNIAL DRIVE @ Wheathill Street, Kingston, Ontario","[44.2480667, -76.5545006]"
47,18-2483,2018-01-17, 8:40:00 AM,,,,9956,CNR MAIN LINE,CENTENNIAL DR,WHEATHILL ST,WHEATHILL ST,1.0,11.0,0.0,1.0,0.0,7.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,"CNR MAIN LINE @ CENTENNIAL DR, Kingston, Ontario","[44.2589462, -76.5588512]"
48,18-28574,2018-04-09, 3:52:00 PM,904817,WESTDALE AVENUE,Franklin Place,,,,WESTDALE AVE,,1.0,10.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"WESTDALE AVENUE @ Franklin Place, Kingston, Ontario","[44.2398322, -76.513322]"
49,18-48535,2018-12-28, 8:15:00 PM,904758,PARK STREET,Westdale Avenue,,,,WESTDALE AVE,,2.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"PARK STREET @ Westdale Avenue, Kingston, Ontario","[44.2382019, -76.5130128]"
50,16-4550,2016-02-17, 4:25:00 PM,904558,CARRUTHERS STREET,Westdale Avenue,,,,WESTDALE AVE,,3.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,2,,"CARRUTHERS STREET @ Westdale Avenue, Kingston, Ontario","[44.2367669, -76.5128652]"
51,15-39052,2017-12-22, 12:39:00 AM,900723,BATH ROAD,Westdale Avenue,,,,WESTDALE AVE,,4.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,10.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,2,,"BATH ROAD @ Westdale Avenue, Kingston, Ontario","[44.2409391, -76.51344]"
52,16-15587,2016-04-06, 5:35:00 AM,,,,4816,PARK ST,WESTDALE AVE,WESTDALE AVE,FRANKLIN PL,1.0,9.0,0.0,1.0,0.0,8.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,9.0,11.0,0.0,0.0,0.0,0.0,2,,"PARK ST @ WESTDALE AVE, Kingston, Ontario","[44.2382019, -76.5130128]"
53,17-23640,2017-07-27, 3:57:00 AM,909875,WESTBROOK ROAD,Drake Rd,,,,WESTBROOK RD,,3.0,12.0,0.0,1.0,0.0,7.0,2.0,1.0,2.0,8.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,"WESTBROOK ROAD @ Drake Rd, Kingston, Ontario","[44.296117, -76.6296021]"
54,18-44473,2018-11-23, 3:39:00 PM,909865,WESTBROOK ROAD,Smith Road,,,,WESTBROOK RD,,1.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,3.0,1.0,15.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,"WESTBROOK ROAD @ Smith Road, Kingston, Ontario","[44.2885552, -76.629148]"
55,17-8308,2017-03-26, 12:30:00 AM,909863,WESTBROOK ROAD,Genge Road,,,,WESTBROOK RD,,4.0,2.0,1.0,2.0,0.0,1.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,3,,"WESTBROOK ROAD @ Genge Road, Kingston, Ontario","[44.2853437, -76.62895619999999]"
56,18-5094,2018-09-02, 9:30:00 AM,909860,WESTBROOK ROAD,Creekford Road,,,,WESTBROOK RD,,2.0,10.0,0.0,3.0,0.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"WESTBROOK ROAD @ Creekford Road, Kingston, Ontario","[44.2772417, -76.6247722]"
57,17-1700,2017-01-19, 7:06:00 AM,909860,WESTBROOK ROAD,Creekford Road,,,,WESTBROOK RD,,2.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,1,,"WESTBROOK ROAD @ Creekford Road, Kingston, Ontario","[44.2772417, -76.6247722]"
58,18-317,2018-02-02, 3:30:00 PM,,,,9853,WOODBINE RD,WESTBROOK RD,WESTBROOK RD,PRINCESS ST,4.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2,0.0,"WOODBINE RD @ WESTBROOK RD, Kingston, Ontario","[44.2574995, -76.62442519999999]"
59,17-19961,2017-06-27, 10:00:00 PM,,,,9875,DRAKE RD,WESTBROOK RD,WESTBROOK RD,NORTHERLY 848M TO A BEND,1.0,12.0,0.0,2.0,0.0,7.0,10.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,"DRAKE RD @ WESTBROOK RD, Kingston, Ontario","[44.296117, -76.6296021]"
60,17-2076,2017-01-22, 4:15:00 PM,,,,9860,CREEKFORD RD,WESTBROOK RD,WESTBROOK RD,GENGE RD,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,2,,"CREEKFORD RD @ WESTBROOK RD, Kingston, Ontario","[44.2772417, -76.6247722]"
61,16-26336,2016-04-09, 9:50:00 AM,,,,9860,CREEKFORD RD,WESTBROOK RD,WESTBROOK RD,GENGE RD,1.0,11.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1,,"CREEKFORD RD @ WESTBROOK RD, Kingston, Ontario","[44.2772417, -76.6247722]"
62,18-22595,2018-08-19, 1:30:00 PM,900028,KING STREET EAST,West Street,,,,WEST ST,,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,2,0.0,"KING STREET EAST @ West Street, Kingston, Ontario","[44.2248668, -76.4863081]"
63,17-31436,2017-09-22, 3:00:00 PM,900028,KING STREET EAST,West Street,,,,WEST ST,,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,36.0,8.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,2,1.0,"KING STREET EAST @ West Street, Kingston, Ontario","[44.2248668, -76.4863081]"
64,17-29120,2017-09-23, 11:45:00 AM,,,,6151,ONTARIO ST,WEST ST,WEST ST,KING ST E,4.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,2,0.0,"ONTARIO ST @ WEST ST, Kingston, Ontario","[44.2242046, -76.4854605]"
65,16-34016,2016-05-11, 8:58:00 AM,909903,WELLINGTON STREET,Place D'Armes,,,,WELLINGTON ST,,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1,,"WELLINGTON STREET @ Place D'Armes, Kingston, Ontario","[44.2340758, -76.481676]"
66,17-24211,2017-07-31, 4:00:00 PM,907104,WELLINGTON STREET,Ordnance Street,,,,WELLINGTON ST,,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,3,0.0,"WELLINGTON STREET @ Ordnance Street, Kingston, Ontario","[44.2344726, -76.4815673]"
67,18-304,2018-02-02, 6:00:00 PM,907104,WELLINGTON STREET,Ordnance Street,,,,WELLINGTON ST,,3.0,1.0,,1.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,2,0.0,"WELLINGTON STREET @ Ordnance Street, Kingston, Ontario","[44.2344726, -76.4815673]"
68,16-12314,2016-10-05, 7:45:00 AM,907103,WELLINGTON STREET,Barrack Street,,,,WELLINGTON ST,,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,2,,"WELLINGTON STREET @ Barrack Street, Kingston, Ontario","[44.2333791, -76.48189990000002]"
69,16-22860,2016-05-08, 3:15:00 PM,907103,WELLINGTON STREET,Barrack Street,,,,WELLINGTON ST,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,10.0,1.0,0.0,1.0,0.0,3,,"WELLINGTON STREET @ Barrack Street, Kingston, Ontario","[44.2333791, -76.48189990000002]"
70,16-15839,2016-06-16, 1:30:00 PM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,1.0,11.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0,2,,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
71,17-10908,2017-04-15, 5:40:00 PM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,2.0,4.0,0.0,99.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2,,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
72,17-10308,2017-08-06, 8:20:00 AM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,2,,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
73,17-12207,2017-04-27, 12:25:00 PM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,99.0,9.0,10.0,0.0,0.0,0.0,0.0,2,,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
74,18-37358,2018-01-10, 1:30:00 PM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
75,17-16011,2017-05-29, 2:15:00 PM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2,,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
76,18-12453,2018-06-04, 3:05:00 PM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,3.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,2,0.0,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
77,16-27588,2016-04-10, 4:40:00 PM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,2,,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
78,18-34806,2018-09-13, 8:32:00 AM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
79,17-41067,2017-05-12, 9:05:00 AM,907102,QUEEN STREET,Wellington Street,,,,WELLINGTON ST,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"QUEEN STREET @ Wellington Street, Kingston, Ontario","[44.2324682, -76.48219499999999]"
80,18-32463,2018-08-29, 9:21:00 AM,907101,PRINCESS STREET,Wellington Street,,,,WELLINGTON ST,,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,4.0,0.0,1.0,1.0,1.0,1,0.0,"PRINCESS STREET @ Wellington Street, Kingston, Ontario","[44.2315822, -76.4824766]"
81,16-22500,2016-02-08, 4:00:00 AM,906102,WELLINGTON STREET,Lower Union Street,,,,WELLINGTON ST,,2.0,9.0,0.0,1.0,0.0,8.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,1,,"WELLINGTON STREET @ Lower Union Street, Kingston, Ontario","[44.2264242, -76.4866397]"
82,17-31747,2017-09-24, 6:55:00 PM,,,,403,WELLINGTON ST,BROCK ST,WELLINGTON ST,BAGOT ST,1.0,2.0,1.0,1.0,0.0,6.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"WELLINGTON ST @ BROCK ST, Kingston, Ontario","[44.2307003, -76.4827844]"
83,16-16701,2016-06-27, 8:30:00 AM,,,,7104,ORDNANCE ST,WELLINGTON ST,WELLINGTON ST,BAY ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,99.0,9.0,10.0,0.0,0.0,0.0,0.0,2,,"ORDNANCE ST @ WELLINGTON ST, Kingston, Ontario","[44.2344726, -76.4815673]"
84,18-20115,2018-04-06, 11:28:00 AM,,,,9904,WELLINGTON ST,ORDNANCE ST,WELLINGTON ST,RIDEAU ST,,11.0,0.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,1.0,34.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0,2,0.0,"WELLINGTON ST @ ORDNANCE ST, Kingston, Ontario","[44.2344726, -76.4815673]"
85,17-10261,2017-05-28, 2:00:00 PM,,,,9103,WELLINGTON ST,QUEEN ST,WELLINGTON ST,BAGOT ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"WELLINGTON ST @ QUEEN ST, Kingston, Ontario","[44.2324682, -76.48219499999999]"
86,16-27725,2016-04-11, 9:10:00 AM,,,,6107,CLARENCE ST,WELLINGTON ST,WELLINGTON ST,BROCK ST,1.0,11.0,,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,2,0.0,"CLARENCE ST @ WELLINGTON ST, Kingston, Ontario","[44.2302695, -76.4831471]"
87,16-37788,2016-12-12, 5:08:00 PM,,,,6106,JOHNSON ST,WELLINGTON ST,WELLINGTON ST,CLARENCE ST,4.0,9.0,0.0,1.0,0.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0,2,,"JOHNSON ST @ WELLINGTON ST, Kingston, Ontario","[44.2294671, -76.4838552]"
88,17-29350,2017-11-16, 4:15:00 PM,,,,9003,WELLINGTON ST,PRINCESS ST,WELLINGTON ST,BAGOT ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"WELLINGTON ST @ PRINCESS ST, Kingston, Ontario","[44.2315822, -76.4824766]"
89,18-176,2018-01-13, 10:30:00 AM,,,,6103,GORE ST,WELLINGTON ST,WELLINGTON ST,EARL ST,1.0,11.0,,1.0,0.0,1.0,10.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2,0.0,"GORE ST @ WELLINGTON ST, Kingston, Ontario","[44.227179, -76.4859594]"
90,17-10320,2017-09-06, 3:25:00 PM,,,,9103,WELLINGTON ST,QUEEN ST,WELLINGTON ST,BAGOT ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,2,0.0,"WELLINGTON ST @ QUEEN ST, Kingston, Ontario","[44.2324682, -76.48219499999999]"
91,17-15278,2017-05-23, 5:00:00 PM,,,,7104,ORDNANCE ST,WELLINGTON ST,WELLINGTON ST,BAY ST,1.0,9.0,2.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,2.0,1.0,36.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,7.0,11.0,1.0,1.0,0.0,1.0,0.0,2,,"ORDNANCE ST @ WELLINGTON ST, Kingston, Ontario","[44.2344726, -76.4815673]"
92,18-39846,2018-10-20, 1:30:00 PM,,,,7101,PRINCESS ST,WELLINGTON ST,WELLINGTON ST,QUEEN ST,1.0,9.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"PRINCESS ST @ WELLINGTON ST, Kingston, Ontario","[44.2315822, -76.4824766]"
93,18-44421,2018-12-14, 2:14:00 PM,,,,7101,PRINCESS ST,WELLINGTON ST,WELLINGTON ST,QUEEN ST,1.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2,0.0,"PRINCESS ST @ WELLINGTON ST, Kingston, Ontario","[44.2315822, -76.4824766]"
94,16-21553,2016-11-08, 1:15:00 PM,,,,7104,ORDNANCE ST,WELLINGTON ST,WELLINGTON ST,BAY ST,1.0,11.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,6.0,14.0,11.0,0.0,0.0,0.0,0.0,2,,"ORDNANCE ST @ WELLINGTON ST, Kingston, Ontario","[44.2344726, -76.4815673]"
95,18-35851,2018-09-20, 9:16:00 AM,,,,7101,PRINCESS ST,WELLINGTON ST,WELLINGTON ST,QUEEN ST,4.0,99.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,"PRINCESS ST @ WELLINGTON ST, Kingston, Ontario","[44.2315822, -76.4824766]"
